Name,Price,Score,Rating,Reviews,Address,Link,Latitude,Longitude
Motel One Berlin-Hauptbahnhof,260,8.5,Very Good,7788,"Invalidenstraße 54, Mitte, 10557 Berlin, Germany",https://www.booking.com/hotel/de/motel-one-berlin-hauptbahnhof.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=79e70d82efb80160&srepoch=1710294919&all_sr_blocks=28191001_159148334_2_2_0&highlighted_blocks=28191001_159148334_2_2_0&matching_block_id=28191001_159148334_2_2_0&sr_pri_blocks=28191001_159148334_2_2_0__23800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5257301,13.3655571
Flower's Berlin by limehome - Digital Access,431,8.6,Fabulous,1222,"Mulackstraße 1, Mitte, 10119 Berlin, Germany",https://www.booking.com/hotel/de/flower-s-boardinghouse-mitte.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=165&sr_order=popularity&srpvid=f3830d8280430220&srepoch=1710294919&all_sr_blocks=6752420_94797043_2_0_0&highlighted_blocks=6752420_94797043_2_0_0&matching_block_id=6752420_94797043_2_0_0&sr_pri_blocks=6752420_94797043_2_0_0__39400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5271266,13.4077138
Hotel ROMY by AMANO,228,8.3,Very Good,5158,"Invalidenstrasse 53 A, Mitte, 10557 Berlin, Germany",https://www.booking.com/hotel/de/romy-by-amano.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=9c5c0d82fe950434&srepoch=1710294919&all_sr_blocks=755628702_332366746_2_2_0&highlighted_blocks=755628702_332366746_2_2_0&matching_block_id=755628702_332366746_2_2_0&sr_pri_blocks=755628702_332366746_2_2_0__20900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5269249,13.3699349
Hotel Bleibtreu Berlin by Golden Tulip,226,7.8,Good,1007,"Bleibtreustr. 31, Charlottenburg-Wilmersdorf, 10707 Berlin, Germany",https://www.booking.com/hotel/de/bleibtreuberlin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=76670d82307f007a&srepoch=1710294919&all_sr_blocks=6050521_371642592_2_2_0&highlighted_blocks=6050521_371642592_2_2_0&matching_block_id=6050521_371642592_2_2_0&sr_pri_blocks=6050521_371642592_2_2_0__20655&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5001928,13.3194546
Scandic Berlin Kurfürstendamm,271,8.1,Very Good,8641,"Augsburgerstrasse 5, Charlottenburg-Wilmersdorf, 10789 Berlin, Germany",https://www.booking.com/hotel/de/scandic-kurfurstendamm.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=76670d82307f007a&srepoch=1710294919&all_sr_blocks=112934401_95812055_2_2_0&highlighted_blocks=112934401_95812055_2_2_0&matching_block_id=112934401_95812055_2_2_0&sr_pri_blocks=112934401_95812055_2_2_0__24800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5002396,13.3378274
Hotel Neuer Fritz,234,7.8,Good,2403,"Friedrichstraße 106, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/artist-riverside-spa.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=120&sr_order=popularity&srpvid=57ba0d82616100f5&srepoch=1710294919&all_sr_blocks=6424201_88923040_2_2_0&highlighted_blocks=6424201_88923040_2_2_0&matching_block_id=6424201_88923040_2_2_0&sr_pri_blocks=6424201_88923040_2_2_0__21400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5228256,13.3886618
"Hotel Luc, Autograph Collection",402,8.9,Fabulous,564,"Charlottenstrasse 50, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/gendarmenmarkt.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=115&sr_order=popularity&srpvid=57ba0d82616100f5&srepoch=1710294919&all_sr_blocks=6442648_94283346_0_2_0&highlighted_blocks=6442648_94283346_0_2_0&matching_block_id=6442648_94283346_0_2_0&sr_pri_blocks=6442648_94283346_0_2_0__36800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.51410389999999,13.3910936
Pullman Berlin Schweizerhof,295,8.5,Very Good,5197,"Budapester Str. 25, Mitte, 10787 Berlin, Germany",https://www.booking.com/hotel/de/berlin-schweizerhof.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=79e70d82efb80160&srepoch=1710294919&all_sr_blocks=6141033_94280358_2_2_0&highlighted_blocks=6141033_94280358_2_2_0&matching_block_id=6141033_94280358_2_2_0&sr_pri_blocks=6141033_94280358_2_2_0__27000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5060164,13.3439454
Best City flat in the Center of Berlin with WIFI,551,8.7,Fabulous,3,"77 Alte Jakobstraße, Mitte, 10179 Berlin, Germany",https://www.booking.com/hotel/de/best-city-flat-in-the-center-of-berlin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=182&sr_order=popularity&srpvid=eb8c0d82dc480070&srepoch=1710294919&all_sr_blocks=907871401_361965057_2_0_0&highlighted_blocks=907871401_361965057_2_0_0&matching_block_id=907871401_361965057_2_0_0&sr_pri_blocks=907871401_361965057_2_0_0__50400&from=searchresults#hotelTmpl,52.5106634,13.4085787
Townhouse Berlin,298,8.7,Fabulous,1315,"Goethestr. 87, Charlottenburg-Wilmersdorf, 10623 Berlin, Germany",https://www.booking.com/hotel/de/goethe-87.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=160&sr_order=popularity&srpvid=f3830d8280430220&srepoch=1710294919&all_sr_blocks=6296101_91460322_2_2_0&highlighted_blocks=6296101_91460322_2_2_0&matching_block_id=6296101_91460322_2_2_0&sr_pri_blocks=6296101_91460322_2_2_0__27300&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5085427,13.3243384
Hotel Castell am Kurfürstendamm,228,7.0,Good,1409,"Wielandstr. 24, Charlottenburg-Wilmersdorf, 10707 Berlin, Germany",https://www.booking.com/hotel/de/hotelcastell.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=178&sr_order=popularity&srpvid=eb8c0d82dc480070&srepoch=1710294919&all_sr_blocks=6051002_338447205_2_2_0&highlighted_blocks=6051002_338447205_2_2_0&matching_block_id=6051002_338447205_2_2_0&sr_pri_blocks=6051002_338447205_2_2_0__20900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5002219,13.3145814
Kudamm Apartments,270,7.0,Good,536,"11 Ansbacher Straße 1 Etage, Tempelhof-Schöneberg, 10787 Berlin, Germany",https://www.booking.com/hotel/de/kudamm-luxury-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=199&sr_order=popularity&srpvid=eb8c0d82dc480070&srepoch=1710294919&all_sr_blocks=421310406_365079971_2_0_0&highlighted_blocks=421310406_365079971_2_0_0&matching_block_id=421310406_365079971_2_0_0&sr_pri_blocks=421310406_365079971_2_0_0__24750&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5036224,13.3430715
Berlin Apartments Mitte,447,6.5,Pleasant,26,"Different locations in, Mitte, 10115 Berlin, Germany",https://www.booking.com/hotel/de/usemyflat.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=188&sr_order=popularity&srpvid=eb8c0d82dc480070&srepoch=1710294919&all_sr_blocks=25188323_357652507_2_0_0&highlighted_blocks=25188323_357652507_2_0_0&matching_block_id=25188323_357652507_2_0_0&sr_pri_blocks=25188323_357652507_2_0_0__40900&from=searchresults#hotelTmpl,52.532614,13.3777035
Motel One Berlin-Alexanderplatz,260,8.6,Fabulous,11585,"11 Grunerstraße, Mitte, 10179 Berlin, Germany",https://www.booking.com/hotel/de/motel-one-berlin-alexanderplatz-berlin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=111&sr_order=popularity&srpvid=57ba0d82616100f5&srepoch=1710294919&all_sr_blocks=260395601_237122214_2_2_0&highlighted_blocks=260395601_237122214_2_2_0&matching_block_id=260395601_237122214_2_2_0&sr_pri_blocks=260395601_237122214_2_2_0__23800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5198461,13.4123483
Hotel MANI by AMANO,199,8.0,Very Good,1840,"Torstraße 136, Mitte, 10119 Berlin, Germany",https://www.booking.com/hotel/de/mani.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=147&sr_order=popularity&srpvid=bdef0d82d0640214&srepoch=1710294919&all_sr_blocks=32870201_91922112_0_2_0&highlighted_blocks=32870201_91922112_0_2_0&matching_block_id=32870201_91922112_0_2_0&sr_pri_blocks=32870201_91922112_0_2_0__18240&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5293508,13.399648
Luxury Apartment Berlin Mitte,874,8.6,Fabulous,40,"3 Johannisstraße, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/luxury-apartment-berlin-mitte-berlin1.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=183&sr_order=popularity&srpvid=eb8c0d82dc480070&srepoch=1710294919&all_sr_blocks=850671701_352237625_2_0_0&highlighted_blocks=850671701_352237625_2_0_0&matching_block_id=850671701_352237625_2_0_0&sr_pri_blocks=850671701_352237625_2_0_0__80000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5243465,13.3903505
Park Plaza Wallstreet Berlin Mitte,234,8.3,Very Good,6136,"Wallstr. 23-24, Mitte, 10179 Berlin, Germany",https://www.booking.com/hotel/de/wallstreet-park-plaza.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=133&sr_order=popularity&srpvid=bdef0d82d0640214&srepoch=1710294919&all_sr_blocks=6313401_338447882_0_2_0&highlighted_blocks=6313401_338447882_0_2_0&matching_block_id=6313401_338447882_0_2_0&sr_pri_blocks=6313401_338447882_0_2_0__21420&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5114782,13.407794
The Mandala Suites,472,9.0,Superb,1449,"Friedrichstr. 185-190, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/the-mandala-berlin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&srpvid=76670d82307f007a&srepoch=1710294919&all_sr_blocks=6572707_97229273_2_2_0&highlighted_blocks=6572707_97229273_2_2_0&matching_block_id=6572707_97229273_2_2_0&sr_pri_blocks=6572707_97229273_2_2_0__43200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.51146809999999,13.389319
Maritim proArte Hotel Berlin,266,8.1,Very Good,11602,"Friedrichstraße 151, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/maritimberlin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=132&sr_order=popularity&srpvid=bdef0d82d0640214&srepoch=1710294919&all_sr_blocks=6037402_311126649_0_34_0&highlighted_blocks=6037402_311126649_0_34_0&matching_block_id=6037402_311126649_0_34_0&sr_pri_blocks=6037402_311126649_0_34_0__24382&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.51843410000001,13.3876954
Motel One Berlin-Tiergarten,216,8.2,Very Good,4277,"An der Urania 12/14, Tempelhof-Schöneberg, 10787 Berlin, Germany",https://www.booking.com/hotel/de/motel-one-berlin-city-center-west.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=144&sr_order=popularity&srpvid=bdef0d82d0640214&srepoch=1710294919&all_sr_blocks=18181902_388142853_2_2_0&highlighted_blocks=18181902_388142853_2_2_0&matching_block_id=18181902_388142853_2_2_0&sr_pri_blocks=18181902_388142853_2_2_0__19800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5024142,13.3478827
NG19. YOUR INSPIRING HOMEBASE.,863,8.8,Fabulous,17,"19 Neue Grünstraße, Mitte, 10179 Berlin, Germany",https://www.booking.com/hotel/de/ng19-your-inspiring-homebase.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=195&sr_order=popularity&srpvid=eb8c0d82dc480070&srepoch=1710294919&all_sr_blocks=951148704_367730461_3_0_0&highlighted_blocks=951148704_367730461_3_0_0&matching_block_id=951148704_367730461_3_0_0&sr_pri_blocks=951148704_367730461_3_0_0__79000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.510517,13.406125
martas Hotel Allegra Berlin,280,8.1,Very Good,2617,"Albrechtstr. 17, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/hotelallegra.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=76670d82307f007a&srepoch=1710294919&all_sr_blocks=6225502_135155175_2_2_0&highlighted_blocks=6225502_135155175_2_2_0&matching_block_id=6225502_135155175_2_2_0&sr_pri_blocks=6225502_135155175_2_2_0__25630&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5221396,13.3846525
Kurfürst am Kurfürstendamm,432,7.3,Good,804,"Bleibtreustr. 34/35, Charlottenburg-Wilmersdorf, 10707 Berlin, Germany",https://www.booking.com/hotel/de/kurfuerst.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=161&sr_order=popularity&srpvid=f3830d8280430220&srepoch=1710294919&all_sr_blocks=6216302_388359800_2_1_0&highlighted_blocks=6216302_388359800_2_1_0&matching_block_id=6216302_388359800_2_1_0&sr_pri_blocks=6216302_388359800_2_1_0__42930&from=searchresults#hotelTmpl,52.5007994,13.3197216
Leonardo Hotel Berlin Mitte,290,8.2,Very Good,13891,"Bertolt Brecht Platz 4, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/leonardo-berlin-mitte.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=143&sr_order=popularity&srpvid=bdef0d82d0640214&srepoch=1710294919&all_sr_blocks=107932701_91476622_0_2_0&highlighted_blocks=107932701_91476622_0_2_0&matching_block_id=107932701_91476622_0_2_0&sr_pri_blocks=107932701_91476622_0_2_0__26550&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5225699,13.386088
MEININGER Hotel Berlin Mitte,250,8.0,Very Good,4041,"Oranienburger Straße 67/68, Mitte, 10117 Berlin, Germany",https://www.booking.com/hotel/de/meininger-berlin-mitte.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=164&sr_order=popularity&srpvid=f3830d8280430220&srepoch=1710294919&all_sr_blocks=24029502_91468368_0_2_0&highlighted_blocks=24029502_91468368_0_2_0&matching_block_id=24029502_91468368_0_2_0&sr_pri_blocks=24029502_91468368_0_2_0__22900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5249383,13.3921358
Grimm's Berlin Mitte,262,8.4,Very Good,2884,"Alte Jakobstr. 100, Mitte, 10179 Berlin, Germany",https://www.booking.com/hotel/de/grimm-s.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALzqoSvBsACAdICJDdkYTdmNzI2LWFmMDAtNDI1ZS1iYzEzLWQ4NjcyYWE5Nzg5MdgCBuACAQ&sid=c45c21f5902c4e10ad5d351fa329f20a&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-03&checkout=2024-08-05&dest_id=2285&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=79e70d82efb80160&srepoch=1710294919&all_sr_blocks=26475702_374108127_2_2_0&highlighted_blocks=26475702_374108127_2_2_0&matching_block_id=26475702_374108127_2_2_0&sr_pri_blocks=26475702_374108127_2_2_0__26600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,52.5082847,13.4050259
